date,Current_Phase_Average,Wind_Speed,Weather_Temperature_Celsius,Weather_Relative_Humidity,Global_Horizontal_Radiation,Diffuse_Horizontal_Radiation,Wind_Direction,Weather_Daily_Rainfall,Radiation_Global_Tilted,Radiation_Diffuse_Tilted,power
2016/7/3 0:00,0.3,0,0,0,0,0,0,0,1.6976,1.4079,0
2016/7/3 0:05,0.3,0,0,0,0,0,0,0,1.542,1.3234,0
2016/7/3 0:10,0.3,0,0,0,0,0,0,0,1.6005,1.3175,0
2016/7/3 0:15,0.3,0,0,0,0,0,0,0,1.9549,1.1435,0
2016/7/3 0:20,0.3,0,0,0,0,0,0,0,1.9204,1.1717,0
2016/7/3 0:25,0.3,0,0,0,0,0,0,0,1.654,1.2566,0
2016/7/3 0:30,0.3,0,0,0,0,0,0,0,1.7746,1.44,0
2016/7/3 0:35,0.3,0,0,0,0,0,0,0,1.7181,1.3909,0
2016/7/3 0:40,0.3,0,0,0,0,0,0,0,1.7001,1.462,0
2016/7/3 0:45,0.3,0,0,0,0,0,0,0,1.8786,1.6116,0
2016/7/3 0:50,0.3,0,0,0,0,0,0,0,1.9067,1.5001,0
2016/7/3 0:55,0.3,0,0,0,0,0,0,0,1.7895,1.5288,0
2016/7/3 1:00,0.3,0,0,0,0,0,0,0,1.9175,1.655,0
2016/7/3 1:05,0.3,0,0,0,0,0,0,0,2.0621,1.7405,0
2016/7/3 1:10,0.3,0,0,0,0,0,0,0,1.8076,1.4537,0
2016/7/3 1:15,0.3,0,0,0,0,0,0,0,1.6568,1.3739,0
2016/7/3 1:20,0.3,0,0,0,0,0,0,0,1.7202,1.4702,0
2016/7/3 1:25,0.3,0,0,0,0,0,0,0,1.9643,1.4128,0
2016/7/3 1:30,0.3,0,0,0,0,0,0,0,1.7639,1.3231,0
2016/7/3 1:35,0.3,0,0,0,0,0,0,0,1.6638,1.3338,0
2016/7/3 1:40,0.3,0,0,0,0,0,0,0,1.6979,1.4568,0
2016/7/3 1:45,0.3,0,0,0,0,0,0,0,1.7225,1.4881,0
2016/7/3 1:50,0.3,0,0,0,0,0,0,0,2.0265,1.7719,0
2016/7/3 1:55,0.3,0,0,0,0,0,0,0,1.7884,1.5275,0
2016/7/3 2:00,0.3,0,0,0,0,0,0,0,1.6251,1.3512,0
2016/7/3 2:05,0.3,0,0,0,0,0,0,0,1.4606,1.2587,0
2016/7/3 2:10,0.3,0,0,0,0,0,0,0,1.7922,1.2971,0
2016/7/3 2:15,0.3,0,0,0,0,0,0,0,1.7077,1.3165,0
2016/7/3 2:20,0.3,0,0,0,0,0,0,0,1.5454,1.1924,0
2016/7/3 2:25,0.3,0,0,0,0,0,0,0,1.5099,1.1868,0
2016/7/3 2:30,0.3,0,0,0,0,0,0,0,1.8971,1.5486,0
2016/7/3 2:35,0.3,0,0,0,0,0,0,0,1.8358,1.5289,0
2016/7/3 2:40,0.3,0,0,0,0,0,0,0,1.5343,1.311,0
2016/7/3 2:45,0.3,0,0,0,0,0,0,0,1.7687,1.4562,0
2016/7/3 2:50,0.3,0,0,0,0,0,0,0,1.7971,1.3865,0
2016/7/3 2:55,0.3,0,0,0,0,0,0,0,1.9205,1.5172,0
2016/7/3 3:00,0.3,0,0,0,0,0,0,0,1.6603,1.358,0
2016/7/3 3:05,0.3,0,0,0,0,0,0,0,1.9329,1.5351,0
2016/7/3 3:10,0.3,0,0,0,0,0,0,0,2.0494,1.7282,0
2016/7/3 3:15,0.3,0,0,0,0,0,0,0,2.3407,2.057,0
2016/7/3 3:20,0.3,0,0,0,0,0,0,0,1.743,1.4752,0
2016/7/3 3:25,0.3,0,0,0,0,0,0,0,1.7641,1.414,0
2016/7/3 3:30,0.3,0,0,0,0,0,0,0,1.8053,1.4726,0
2016/7/3 3:35,0.3,0,0,0,0,0,0,0,1.5226,1.2042,0
2016/7/3 3:40,0.3,0,0,0,0,0,0,0,1.466,1.2061,0
2016/7/3 3:45,0.3,0,0,0,0,0,0,0,1.6209,1.3816,0
2016/7/3 3:50,0.3,0,0,0,0,0,0,0,1.6771,1.3595,0
2016/7/3 3:55,0.3,0,0,0,0,0,0,0,1.6367,1.3244,0
2016/7/3 4:00,0.3,0,0,0,0,0,0,0,1.5996,1.1021,0
2016/7/3 4:05,0.3,0,0,0,0,0,0,0,1.6947,1.2814,0
2016/7/3 4:10,0.3,0,0,0,0,0,0,0,1.7694,1.3498,0
2016/7/3 4:15,0.3,0,0,0,0,0,0,0,1.5709,1.1714,0
2016/7/3 4:20,0.3,0,0,0,0,0,0,0,1.4429,1.1242,0
2016/7/3 4:25,0.3,0,0,0,0,0,0,0,1.5294,1.2301,0
2016/7/3 4:30,0.3,0,0,0,0,0,0,0,1.3266,1.2362,0
2016/7/3 4:35,0.3,0,0,0,0,0,0,0,1.2517,1.1313,0
2016/7/3 4:40,0.3,0,0,0,0,0,0,0,1.4712,1.1611,0
2016/7/3 4:45,0.3,0,0,0,0,0,0,0,1.5076,1.1947,0
2016/7/3 4:50,0.3,0,0,0,0,0,0,0,1.4326,1.1139,0
2016/7/3 4:55,0.3,0,0,0,0,0,0,0,1.4884,1.1954,0
2016/7/3 5:00,0.3,0,0,0,0,0,0,0,1.5436,1.2607,0
2016/7/3 5:05,0.3,0,0,0,0,0,0,0,1.7207,1.3611,0
2016/7/3 5:10,0.3,0,0,0,0,0,0,0,1.2337,1.2991,0
2016/7/3 5:15,0.3,0,0,0,0,0,0,0,1.5501,1.344,0
2016/7/3 5:20,0.3,0,0,0,0,0,0,0,1.552,1.2215,0
2016/7/3 5:25,0.3,0,0,0,0,0,0,0,1.4226,1.0859,0
2016/7/3 5:30,0.3,0,0,0,0,0,0,0,1.588,1.2314,0
2016/7/3 5:35,0.3,0,0,0,0,0,0,0,1.4942,1.0952,0
2016/7/3 5:40,0.3,0,0,0,0,0,0,0,1.3645,1.0249,0
2016/7/3 5:45,0.3,0,0,0,0,0,0,0,1.364,1.393,0
2016/7/3 5:50,0.3,0,0,0,0,0,0,0,1.2293,1.2492,0
2016/7/3 5:55,0.3,0,0,0,0,0,0,0,1.5527,1.2926,0
2016/7/3 6:00,0.3,0,0,0,0,0,0,0,1.589,1.2032,0
2016/7/3 6:05,0.3,0,0,0,0,0,0,0,1.2872,1.0511,0
2016/7/3 6:10,0.3,0,0,0,0,0,0,0,1.5064,1.1648,0
2016/7/3 6:15,0.3,0,0,0,0,0,0,0,1.5371,1.2008,0
2016/7/3 6:20,0.3,0,0,0,0,0,0,0,1.4786,1.1551,0
2016/7/3 6:25,0.3,0,0,0,0,0,0,0,1.6696,1.2168,0
2016/7/3 6:30,0.3,0,0,0,0,0,0,0,1.7619,1.3023,0
2016/7/3 6:35,0.3,0,0,0,0,0,0,0,1.4576,1.1477,0
2016/7/3 6:40,0.3,0,0,0,0,0,0,0,1.5741,1.2655,0
2016/7/3 6:45,0.3,0,0,0,0,0,0,0,1.489,1.1968,0
2016/7/3 6:50,0.3,0,0,0,0,0,0,0,1.6393,1.3234,0
2016/7/3 6:55,0.3,0,0,0,0,0,0,0,1.5076,1.1809,0
2016/7/3 7:00,0.3,0,0,0,0,0,0,0,1.6177,1.2515,0
2016/7/3 7:05,0.3,0,0,0,0,0,0,0,1.7424,1.2671,0
2016/7/3 7:10,0.3,0,0,0,0,0,0,0,2.5802,2.1611,0
2016/7/3 7:15,0.3,0,0,0,0,0,0,0,3.9778,3.3948,0
2016/7/3 7:20,0.3,0,0,0,0,0,0,0,5.2711,4.6815,0
2016/7/3 7:25,0.3,0,0,0,0,0,0,0,7.9261,6.7953,0
2016/7/3 7:30,1.099,0,0,0,0,0,0,0,19.6507,9.1853,0.0228
2016/7/3 7:35,1.2333,0,0,0,0,0,0,0,48.6638,12.315,0.0428
2016/7/3 7:40,1.308,0,0,0,0,0,0,0,76.1707,14.1573,0.0655
2016/7/3 7:45,1.358,0,0,0,0,0,0,0,104.1082,15.7627,0.093
2016/7/3 7:50,1.5067,0,0,0,0,0,0,0,131.6344,17.4082,0.1832
2016/7/3 7:55,1.6667,0,0,0,0,0,0,0,158.1952,19.0219,0.2825
2016/7/3 8:00,2.168,0,0,0,0,0,0,0,184.279,20.7694,0.4346
2016/7/3 8:05,3.9913,0,0,0,0,0,0,0,209.2123,22.7505,0.9126
2016/7/3 8:10,4.915,0,0,0,0,0,0,0,232.679,24.4347,1.1445
2016/7/3 8:15,5.462,0,0,0,0,0,0,0,255.1704,26.041,1.2821
2016/7/3 8:20,5.9957,0,0,0,0,0,0,0,280.6095,28.0412,1.4146
2016/7/3 8:25,6.5633,0,0,0,0,0,0,0,305.294,29.9404,1.5459
2016/7/3 8:30,7.0913,0,0,0,0,0,0,0,329.4115,33.1739,1.6761
2016/7/3 8:35,7.5807,0,0,0,0,0,0,0,351.9501,35.937,1.804
2016/7/3 8:40,8.1027,0,0,0,0,0,0,0,374.0125,38.0591,1.9312
2016/7/3 8:45,8.6133,0,0,0,0,0,0,0,395.7794,40.3577,2.0566
2016/7/3 8:50,9.097,0,0,0,0,0,0,0,415.3538,41.5474,2.1755
2016/7/3 8:55,9.582,0,0,0,0,0,0,0,434.816,42.8315,2.2976
2016/7/3 9:00,10.066,0,0,0,0,0,0,0,454.9204,42.9701,2.4129
2016/7/3 9:05,10.5263,0,0,0,0,0,0,0,474.5108,43.1328,2.527
2016/7/3 9:10,10.956,0,0,0,0,0,0,0,493.8155,43.5238,2.6328
2016/7/3 9:15,11.3957,0,0,0,0,0,0,0,519.3103,44.4988,2.7417
2016/7/3 9:20,11.8583,0,0,0,0,0,0,0,543.0923,47.5647,2.8565
2016/7/3 9:25,12.295,0,0,0,0,0,0,0,564.1686,49.7895,2.9624
2016/7/3 9:30,12.692,0,0,0,0,0,0,0,581.9515,50.7519,3.0598
2016/7/3 9:35,13.0403,0,0,0,0,0,0,0,600.9094,51.2939,3.1492
2016/7/3 9:40,13.3757,0,0,0,0,0,0,0,619.5034,52.3211,3.2338
2016/7/3 9:45,13.7017,0,0,0,0,0,0,0,637.0681,53.1123,3.3134
2016/7/3 9:50,13.953,0,0,0,0,0,0,0,651.3627,52.0724,3.3784
2016/7/3 9:55,14.3163,0,0,0,0,0,0,0,670.2004,55.034,3.4682
2016/7/3 10:00,14.6657,0,0,0,0,0,0,0,686.7785,56.1068,3.5542
2016/7/3 10:05,14.9437,0,0,0,0,0,0,0,699.8254,55.1011,3.6275
2016/7/3 10:10,15.2217,0,0,0,0,0,0,0,713.0168,54.6086,3.6961
2016/7/3 10:15,15.478,0,0,0,0,0,0,0,727.2611,55.4597,3.7555
2016/7/3 10:20,15.727,0,0,0,0,0,0,0,741.4053,56.4628,3.8203
2016/7/3 10:25,16.0273,0,0,0,0,0,0,0,756.9875,58.7735,3.8962
2016/7/3 10:30,16.351,0,0,0,0,0,0,0,772.9189,63.0823,3.9792
2016/7/3 10:35,16.573,0,0,0,0,0,0,0,784.7905,62.9713,4.0386
2016/7/3 10:40,16.824,0,0,0,0,0,0,0,796.0948,62.4817,4.0993
2016/7/3 10:45,17.076,0,0,0,0,0,0,0,808.2889,62.9759,4.1628
2016/7/3 10:50,17.349,0,0,0,0,0,0,0,821.0308,63.9649,4.2279
2016/7/3 10:55,17.4303,0,0,0,0,0,0,0,831.3719,62.9727,4.2529
2016/7/3 11:00,17.5763,0,0,0,0,0,0,0,841.8025,62.6535,4.2889
2016/7/3 11:05,17.7873,0,0,0,0,0,0,0,852.7831,64.5789,4.3436
2016/7/3 11:10,17.9663,0,0,0,0,0,0,0,862.3799,64.9599,4.3836
2016/7/3 11:15,18.186,0,0,0,0,0,0,0,871.698,67.0077,4.444
2016/7/3 11:20,18.169,0,0,0,0,0,0,0,876.3912,65.9277,4.4449
2016/7/3 11:25,18.2617,0,0,0,0,0,0,0,880.7333,66.111,4.468
2016/7/3 11:30,18.529,0,0,0,0,0,0,0,880.5145,68.9407,4.5416
2016/7/3 11:35,18.725,0,0,0,0,0,0,0,883.5856,68.9805,4.5853
2016/7/3 11:40,18.8023,0,0,0,0,0,0,0,889.3323,68.7013,4.6073
2016/7/3 11:45,18.9427,0,0,0,0,0,0,0,895.3001,69.1358,4.6347
2016/7/3 11:50,19.0367,0,0,0,0,0,0,0,902.946,70.5024,4.6673
2016/7/3 11:55,19.082,0,0,0,0,0,0,0,911.9458,71.3839,4.6727
2016/7/3 12:00,19.087,0,0,0,0,0,0,0,924.1061,72.0565,4.6776
2016/7/3 12:05,19.2143,0,0,0,0,0,0,0,933.8312,74.1812,4.7135
2016/7/3 12:10,19.4673,0,0,0,0,0,0,0,942.6165,78.0938,4.7803
2016/7/3 12:15,19.4867,0,0,0,0,0,0,0,946.1316,77.8073,4.7711
2016/7/3 12:20,19.3973,0,0,0,0,0,0,0,948.4181,76.5445,4.7435
2016/7/3 12:25,19.4513,0,0,0,0,0,0,0,951.9171,76.7973,4.7618
2016/7/3 12:30,19.3663,0,0,0,0,0,0,0,952.2183,74.8551,4.7408
2016/7/3 12:35,19.3853,0,0,0,0,0,0,0,954.884,76.3326,4.7426
2016/7/3 12:40,19.3567,0,0,0,0,0,0,0,954.7174,74.5349,4.7346
2016/7/3 12:45,19.3783,0,0,0,0,0,0,0,956.3045,75.4652,4.7344
2016/7/3 12:50,19.192,0,0,0,0,0,0,0,952.5496,72.5921,4.6912
2016/7/3 12:55,19.1443,0,0,0,0,0,0,0,951.8876,72.7632,4.6803
2016/7/3 13:00,19.242,0,0,0,0,0,0,0,952.7531,75.8905,4.6987
2016/7/3 13:05,19.123,0,0,0,0,0,0,0,952.6306,75.3811,4.6712
2016/7/3 13:10,19.1513,0,0,0,0,0,0,0,951.8811,76.4573,4.6842
2016/7/3 13:15,19.051,0,0,0,0,0,0,0,948.2085,74.7111,4.6573
2016/7/3 13:20,19.0457,0,0,0,0,0,0,0,945.8894,72.6943,4.6565
2016/7/3 13:25,18.8997,0,0,0,0,0,0,0,939.3273,68.5767,4.6199
2016/7/3 13:30,18.7163,0,0,0,0,0,0,0,930.7383,65.3784,4.5756
2016/7/3 13:35,18.662,0,0,0,0,0,0,0,924.991,66.8409,4.5663
2016/7/3 13:40,18.7807,0,0,0,0,0,0,0,918.9265,69.0283,4.5955
2016/7/3 13:45,18.567,0,0,0,0,0,0,0,908.678,68.0723,4.5365
2016/7/3 13:50,18.2923,0,0,0,0,0,0,0,896.4335,64.786,4.4724
2016/7/3 13:55,18.117,0,0,0,0,0,0,0,884.4715,63.0331,4.4307
2016/7/3 14:00,17.991,0,0,0,0,0,0,0,874.6706,63.4418,4.4046
2016/7/3 14:05,17.7767,0,0,0,0,0,0,0,863.3484,60.6792,4.3464
2016/7/3 14:10,17.5983,0,0,0,0,0,0,0,854.0241,60.698,4.2997
2016/7/3 14:15,17.4003,0,0,0,0,0,0,0,844.7658,60.222,4.2475
2016/7/3 14:20,17.1793,0,0,0,0,0,0,0,832.708,58.4271,4.1897
2016/7/3 14:25,6.8287,0,0,0,0,0,0,0,824.6507,60.4589,1.6516
2016/7/3 14:30,0.2,0,0,0,0,0,0,0,808.0042,66.3412,0.03
2016/7/3 14:35,0.2,0,0,0,0,0,0,0,791.7991,70.7243,0.03
2016/7/3 14:40,0.2,0,0,0,0,0,0,0,786.3735,71.9478,0.03
2016/7/3 14:45,0.2,0,0,0,0,0,0,0,776.1951,70.8843,0.03
2016/7/3 14:50,0.2,0,0,0,0,0,0,0,763.4862,69.0432,0.03
2016/7/3 14:55,0.2,0,0,0,0,0,0,0,749.5771,66.613,0.03
2016/7/3 15:00,0.1853,0,0,0,0,0,0,0,737.107,65.5716,0.03
2016/7/3 15:05,9.191,0,0,0,0,0,0,0,721.1946,63.6013,2.2146
2016/7/3 15:10,14.877,0,0,0,0,0,0,0,706.6495,64.0573,3.6192
2016/7/3 15:15,14.681,0,0,0,0,0,0,0,692.2368,64.2274,3.5703
2016/7/3 15:20,14.313,0,0,0,0,0,0,0,673.0654,60.2182,3.4789
2016/7/3 15:25,13.9533,0,0,0,0,0,0,0,655.6223,58.0448,3.3904
2016/7/3 15:30,13.6453,0,0,0,0,0,0,0,638.9479,57.2617,3.3128
2016/7/3 15:35,13.352,0,0,0,0,0,0,0,622.4029,56.8124,3.2372
2016/7/3 15:40,13.0237,0,0,0,0,0,0,0,606.9763,56.7796,3.1569
2016/7/3 15:45,12.657,0,0,0,0,0,0,0,587.101,54.1787,3.0646
2016/7/3 15:50,12.2857,0,0,0,0,0,0,0,568.5393,53.4689,2.9684
2016/7/3 15:55,11.9023,0,0,0,0,0,0,0,550.0587,51.8537,2.8727
2016/7/3 16:00,11.4993,0,0,0,0,0,0,0,531.0012,49.3227,2.772
2016/7/3 16:05,11.136,0,0,0,0,0,0,0,515.072,50.0782,2.6855
2016/7/3 16:10,10.763,0,0,0,0,0,0,0,497.207,50.2184,2.597
2016/7/3 16:15,10.3287,0,0,0,0,0,0,0,477.9724,48.1363,2.4888
2016/7/3 16:20,9.884,0,0,0,0,0,0,0,457.1385,45.2789,2.378
2016/7/3 16:25,9.443,0,0,0,0,0,0,0,436.432,44.0973,2.27
2016/7/3 16:30,9.016,0,0,0,0,0,0,0,417.3002,43.7768,2.1631
2016/7/3 16:35,8.5693,0,0,0,0,0,0,0,397.497,43.0182,2.0539
2016/7/3 16:40,8.1187,0,0,0,0,0,0,0,377.5732,42.555,1.943
2016/7/3 16:45,7.6333,0,0,0,0,0,0,0,357.2741,41.7279,1.8234
2016/7/3 16:50,7.1333,0,0,0,0,0,0,0,336.5076,39.7434,1.7004
2016/7/3 16:55,6.6067,0,0,0,0,0,0,0,315.2498,38.1482,1.5732
2016/7/3 17:00,6.0703,0,0,0,0,0,0,0,291.3254,36.3799,1.4441
2016/7/3 17:05,5.5653,0,0,0,0,0,0,0,267.0692,34.5387,1.3167
2016/7/3 17:10,5.0257,0,0,0,0,0,0,0,243.457,33.0058,1.1853
2016/7/3 17:15,3.9397,0,0,0,0,0,0,0,219.8256,30.8533,0.8798
2016/7/3 17:20,2.503,0,0,0,0,0,0,0,196.619,29.0933,0.5226
2016/7/3 17:25,1.667,0,0,0,0,0,0,0,110.9992,30.2193,0.2167
2016/7/3 17:30,1.4177,0,0,0,0,0,0,0,64.4522,28.2298,0.0976
2016/7/3 17:35,1.3633,0,0,0,0,0,0,0,40.7553,25.9782,0.0828
2016/7/3 17:40,1.2867,0,0,0,0,0,0,0,28.5981,22.7895,0.0627
2016/7/3 17:45,1.223,0,0,0,0,0,0,0,22.0975,19.502,0.0449
2016/7/3 17:50,1.1833,0,0,0,0,0,0,0,17.8387,16.5287,0.0289
2016/7/3 17:55,1.1077,0,0,0,0,0,0,0,14.3967,13.7734,0.0146
2016/7/3 18:00,1.0347,0,0,0,0,0,0,0,11.5313,11.0681,0.0024
2016/7/3 18:05,0.8373,0,0,0,0,0,0,0,9.1933,9.0145,0
2016/7/3 18:10,0.3007,0,0,0,0,0,0,0,7.7646,6.8998,0
2016/7/3 18:15,0.3,0,0,0,0,0,0,0,6.2348,5.791,0
2016/7/3 18:20,0.3,0,0,0,0,0,0,0,5.0991,4.8546,0
2016/7/3 18:25,0.3,0,0,0,0,0,0,0,4.548,4.1588,0
2016/7/3 18:30,0.3,0,0,0,0,0,0,0,4.2626,3.9794,0
2016/7/3 18:35,0.3,0,0,0,0,0,0,0,3.8618,3.7378,0
2016/7/3 18:40,0.3,0,0,0,0,0,0,0,3.707,3.5476,0
2016/7/3 18:45,0.3,0,0,0,0,0,0,0,2.9524,2.8388,0
2016/7/3 18:50,0.3,0,0,0,0,0,0,0,2.7353,2.7873,0
2016/7/3 18:55,0.3,0,0,0,0,0,0,0,2.5419,2.4959,0
2016/7/3 19:00,0.3,0,0,0,0,0,0,0,2.4822,2.3826,0
2016/7/3 19:05,0.3,0,0,0,0,0,0,0,2.2538,2.1321,0
2016/7/3 19:10,0.3,0,0,0,0,0,0,0,2.3926,2.2591,0
2016/7/3 19:15,0.3,0,0,0,0,0,0,0,2.4938,2.3067,0
2016/7/3 19:20,0.3,0,0,0,0,0,0,0,2.3141,2.1911,0
2016/7/3 19:25,0.3,0,0,0,0,0,0,0,2.5058,2.2102,0
2016/7/3 19:30,0.3,0,0,0,0,0,0,0,2.3534,2.1322,0
2016/7/3 19:35,0.3,0,0,0,0,0,0,0,2.3381,2.2064,0
2016/7/3 19:40,0.3,0,0,0,0,0,0,0,2.477,2.3182,0
2016/7/3 19:45,0.3,0,0,0,0,0,0,0,2.1348,1.9425,0
2016/7/3 19:50,0.3,0,0,0,0,0,0,0,1.9961,1.7406,0
2016/7/3 19:55,0.3,0,0,0,0,0,0,0,1.738,1.5109,0
2016/7/3 20:00,0.3,0,0,0,0,0,0,0,2.019,1.6975,0
2016/7/3 20:05,0.3,0,0,0,0,0,0,0,2.0459,1.9327,0
2016/7/3 20:10,0.3,0,0,0,0,0,0,0,1.9352,1.8193,0
2016/7/3 20:15,0.3,0,0,0,0,0,0,0,1.913,1.8394,0
2016/7/3 20:20,0.3,0,0,0,0,0,0,0,1.9931,1.9274,0
2016/7/3 20:25,0.3,0,0,0,0,0,0,0,2.098,1.9737,0
2016/7/3 20:30,0.3,0,0,0,0,0,0,0,1.9133,1.7884,0
2016/7/3 20:35,0.3,0,0,0,0,0,0,0,2.0231,1.4855,0
2016/7/3 20:40,0.3,0,0,0,0,0,0,0,2.1043,1.6811,0
2016/7/3 20:45,0.3,0,0,0,0,0,0,0,2.066,1.8102,0
2016/7/3 20:50,0.3,0,0,0,0,0,0,0,1.9992,1.7256,0
2016/7/3 20:55,0.3,0,0,0,0,0,0,0,1.6887,1.5801,0
2016/7/3 21:00,0.3,0,0,0,0,0,0,0,1.7959,1.6241,0
2016/7/3 21:05,0.3,0,0,0,0,0,0,0,1.9045,1.7807,0
2016/7/3 21:10,0.3,0,0,0,0,0,0,0,1.5387,1.407,0
2016/7/3 21:15,0.3,0,0,0,0,0,0,0,1.88,1.3679,0
2016/7/3 21:20,0.3,0,0,0,0,0,0,0,2.0579,1.7401,0
2016/7/3 21:25,0.3,0,0,0,0,0,0,0,1.9891,1.7552,0
2016/7/3 21:30,0.3,0,0,0,0,0,0,0,2.0715,1.8862,0
2016/7/3 21:35,0.3,0,0,0,0,0,0,0,1.8073,1.6677,0
2016/7/3 21:40,0.3,0,0,0,0,0,0,0,1.5979,1.408,0
2016/7/3 21:45,0.3,0,0,0,0,0,0,0,1.5673,1.3726,0
2016/7/3 21:50,0.3,0,0,0,0,0,0,0,1.5248,1.1482,0
2016/7/3 21:55,0.3,0,0,0,0,0,0,0,1.5961,1.2402,0
2016/7/3 22:00,0.3,0,0,0,0,0,0,0,1.7368,1.4938,0
2016/7/3 22:05,0.3,0,0,0,0,0,0,0,1.7247,1.5155,0
2016/7/3 22:10,0.3,0,0,0,0,0,0,0,2.0552,1.8702,0
2016/7/3 22:15,0.3,0,0,0,0,0,0,0,1.7983,1.5609,0
2016/7/3 22:20,0.3,0,0,0,0,0,0,0,1.7486,1.5079,0
2016/7/3 22:25,0.3,0,0,0,0,0,0,0,1.9913,1.7529,0
2016/7/3 22:30,0.3,0,0,0,0,0,0,0,2.0844,1.845,0
2016/7/3 22:35,0.3,0,0,0,0,0,0,0,1.7232,1.5032,0
2016/7/3 22:40,0.3,0,0,0,0,0,0,0,1.5533,1.4447,0
2016/7/3 22:45,0.3,0,0,0,0,0,0,0,1.5328,1.3637,0
2016/7/3 22:50,0.3,0,0,0,0,0,0,0,1.3839,1.2716,0
2016/7/3 22:55,0.3,0,0,0,0,0,0,0,1.3759,1.2826,0
2016/7/3 23:00,0.3,0,0,0,0,0,0,0,1.4252,1.423,0
2016/7/3 23:05,0.3,0,0,0,0,0,0,0,1.6579,1.6076,0
2016/7/3 23:10,0.3,0,0,0,0,0,0,0,1.5954,1.5479,0
2016/7/3 23:15,0.3,0,0,0,0,0,0,0,1.7118,1.5724,0
2016/7/3 23:20,0.3,0,0,0,0,0,0,0,1.517,1.4323,0
2016/7/3 23:25,0.3,0,0,0,0,0,0,0,1.5237,1.4048,0
2016/7/3 23:30,0.3,0,0,0,0,0,0,0,1.6249,1.4763,0
2016/7/3 23:35,0.3,0,0,0,0,0,0,0,1.6284,1.4478,0
2016/7/3 23:40,0.3,0,0,0,0,0,0,0,1.1734,1.1306,0
2016/7/3 23:45,0.3,0,0,0,0,0,0,0,0.727,0.8995,0
2016/7/3 23:50,0.3,0,0,0,0,0,0,0,0.4593,0.8246,0
2016/7/3 23:55,0.3,0,0,0,0,0,0,0,0.3719,0.8051,0
2016/7/4 0:00,0.3,0,0,0,0,0,0,0,0.3318,0.8182,0
2016/7/4 0:05,0.3,0,0,0,0,0,0,0,0.3964,0.8347,0
2016/7/4 0:10,0.3,0,0,0,0,0,0,0,0.3556,0.8342,0
2016/7/4 0:15,0.3,0,0,0,0,0,0,0,0.3378,0.8561,0
2016/7/4 0:20,0.3,0,0,0,0,0,0,0,0.2146,0.8602,0
2016/7/4 0:25,0.3,0,0,0,0,0,0,0,0.5081,0.8639,0
2016/7/4 0:30,0.3,0,0,0,0,0,0,0,0.7625,0.9545,0
2016/7/4 0:35,0.3,0,0,0,0,0,0,0,0.9307,1.052,0
2016/7/4 0:40,0.3,0,0,0,0,0,0,0,1.0218,1.0532,0
2016/7/4 0:45,0.3,0,0,0,0,0,0,0,1.1319,1.1675,0
2016/7/4 0:50,0.3,0,0,0,0,0,0,0,1.0335,1.1423,0
2016/7/4 0:55,0.3,0,0,0,0,0,0,0,1.406,1.2607,0
2016/7/4 1:00,0.3,0,0,0,0,0,0,0,0.8929,1.0446,0
2016/7/4 1:05,0.3,0,0,0,0,0,0,0,0.8202,1.0092,0
2016/7/4 1:10,0.3,0,0,0,0,0,0,0,0.976,1.1251,0
2016/7/4 1:15,0.3,0,0,0,0,0,0,0,0.9134,1.0866,0
2016/7/4 1:20,0.3,0,0,0,0,0,0,0,0.8907,1.0719,0
2016/7/4 1:25,0.3,0,0,0,0,0,0,0,0.8649,1.0418,0
2016/7/4 1:30,0.3,0,0,0,0,0,0,0,1.0212,1.1032,0
2016/7/4 1:35,0.3,0,0,0,0,0,0,0,0.5939,1.0849,0
2016/7/4 1:40,0.3,0,0,0,0,0,0,0,0.4423,0.9754,0
2016/7/4 1:45,0.3,0,0,0,0,0,0,0,0.9963,1.3197,0
2016/7/4 1:50,0.3,0,0,0,0,0,0,0,1.6166,1.6809,0
2016/7/4 1:55,0.3,0,0,0,0,0,0,0,1.8447,1.8081,0
2016/7/4 2:00,0.3,0,0,0,0,0,0,0,2.8099,2.6822,0
2016/7/4 2:05,0.3,0,0,0,0,0,0,0,3.084,3.0399,0
2016/7/4 2:10,0.3,0,0,0,0,0,0,0,2.9815,2.9288,0
2016/7/4 2:15,0.3,0,0,0,0,0,0,0,2.5741,2.5459,0
2016/7/4 2:20,0.3,0,0,0,0,0,0,0,2.0823,2.0506,0
2016/7/4 2:25,0.3,0,0,0,0,0,0,0,1.9812,1.8978,0
2016/7/4 2:30,0.3,0,0,0,0,0,0,0,1.6992,1.5705,0
2016/7/4 2:35,0.3,0,0,0,0,0,0,0,1.6655,1.6536,0
2016/7/4 2:40,0.3,0,0,0,0,0,0,0,1.2858,1.3611,0
2016/7/4 2:45,0.3,0,0,0,0,0,0,0,0.8344,1.0695,0
2016/7/4 2:50,0.3,0,0,0,0,0,0,0,0.4741,0.927,0
2016/7/4 2:55,0.3,0,0,0,0,0,0,0,0.3249,0.9,0
2016/7/4 3:00,0.3,0,0,0,0,0,0,0,0.271,0.882,0
2016/7/4 3:05,0.3,0,0,0,0,0,0,0,0.2283,0.9045,0
2016/7/4 3:10,0.3,0,0,0,0,0,0,0,0.2251,0.9194,0
2016/7/4 3:15,0.3,0,0,0,0,0,0,0,0.2902,0.933,0
2016/7/4 3:20,0.3,0,0,0,0,0,0,0,0.3214,0.9242,0
