date,Current_Phase_Average,Weather_Temperature_Celsius,Weather_Relative_Humidity,Global_Horizontal_Radiation,Diffuse_Horizontal_Radiation,Wind_Direction,Weather_Daily_Rainfall,Radiation_Global_Tilted,Radiation_Diffuse_Tilted,power
2013/4/28 2:50,0.3,9.4525,44.2574,2.9869,1.2837,285.7882,0,7.8995,5.3995,0.0001
2013/4/28 2:55,0.3,9.347,44.7261,3.0776,1.2874,285.7358,0,7.8995,5.3995,0.0001
2013/4/28 3:00,0.3,9.1993,45.3407,3.2716,1.4609,285.6834,0,7.8995,5.3995,0.0002
2013/4/28 3:05,0.3,9.129,45.0932,3.1616,1.363,285.6309,0,7.8995,5.3995,0.0001
2013/4/28 3:10,0.3,9.1581,44.8416,2.9627,1.151,285.5785,0,7.8995,5.3995,0
2013/4/28 3:15,0.3,9.2078,44.7354,2.6805,0.9757,285.526,0,7.8995,5.3995,0
2013/4/28 3:20,0.3,9.1527,44.3264,2.7832,1.1162,285.4736,0,7.8995,5.3995,0.0001
2013/4/28 3:25,0.3,9.0036,44.7381,2.9212,1.2532,285.4211,0,7.8995,5.3995,0
2013/4/28 3:30,0.3,8.961,44.6448,2.9565,1.2284,285.3687,0,7.8995,5.3995,0
2013/4/28 3:35,0.3,8.9504,44.9045,2.7179,1.0368,285.3163,0,7.8995,5.3995,0.0001
2013/4/28 3:40,0.3,8.9628,44.7108,2.4368,0.7569,285.2638,0,7.8995,5.3995,0.0001
2013/4/28 3:45,0.3,8.9029,45.2701,2.1787,0.5698,285.2114,0,7.8995,5.3995,0
2013/4/28 3:50,0.3,8.9471,44.8879,2.32,0.7702,285.1589,0,7.8995,5.3995,0.0003
2013/4/28 3:55,0.3,8.9251,45.4973,2.7884,1.0887,285.1065,0,7.8995,5.3995,0.0003
2013/4/28 4:00,0.3,8.7893,46.1472,3.0664,1.3737,285.0541,0,7.8995,5.3995,0.0003
2013/4/28 4:05,0.3,8.8338,45.5109,2.9864,1.2605,285.0016,0,7.8995,5.3995,0
2013/4/28 4:10,0.3,8.8132,46.2055,2.6884,0.9576,284.9492,0,7.8995,5.3995,0.0001
2013/4/28 4:15,0.3,8.7946,46.0212,1.9584,0.5175,284.8967,0,7.8995,5.3995,0.0003
2013/4/28 4:20,0.3,8.9259,44.9172,2.0954,0.6315,284.8443,0,7.8995,5.3995,0
2013/4/28 4:25,0.3,8.6066,45.7852,3.0721,1.2982,284.7918,0,7.8995,5.3995,0.0001
2013/4/28 4:30,0.3,8.3597,46.6654,3.085,1.3253,284.7394,0,7.8995,5.3995,0
2013/4/28 4:35,0.3,8.2757,47.0896,2.9883,1.2963,284.687,0,7.8995,5.3995,0.0001
2013/4/28 4:40,0.3,8.2849,46.4946,3.1474,1.3219,284.6345,0,7.8995,5.3995,0.0001
2013/4/28 4:45,0.3,8.4109,47.1869,2.9585,1.2584,284.5821,0,7.8995,5.3995,0.0001
2013/4/28 4:50,0.3,8.4902,46.5717,2.7581,1.1049,284.5296,0,7.8995,5.3995,0.0003
2013/4/28 4:55,0.3,8.2676,46.5577,3.0779,1.2681,284.4772,0,7.8995,5.3995,0.0001
2013/4/28 5:00,0.3,8.1388,47.273,2.235,0.5749,284.4248,0,7.8995,5.3995,0.0001
2013/4/28 5:05,0.3,8.1585,47.7408,2.518,0.9547,284.3723,0,7.8995,5.3995,0
2013/4/28 5:10,0.3,8.1472,47.8896,3.0349,1.1768,284.3199,0,7.8995,5.3995,0
2013/4/28 5:15,0.3,7.9641,48.2047,3.2718,1.6549,284.2674,0,7.8995,5.3995,0
2013/4/28 5:20,0.3,7.9659,48.2311,2.8627,1.2968,284.215,0,7.8995,5.3995,0.0001
2013/4/28 5:25,0.3,7.9504,49.0467,3.1699,1.3735,284.1625,0,7.8995,5.3995,0.0002
2013/4/28 5:30,0.3,8.1005,49.2394,2.8207,1.1017,284.1101,0,7.8995,5.3995,0
2013/4/28 5:35,0.3,8.0703,48.2959,2.6601,0.9553,284.0577,0,7.8995,5.3995,0.0001
2013/4/28 5:40,0.3,7.8131,49.1256,2.8194,1.165,284.0052,0,7.8995,5.3995,0.0001
2013/4/28 5:45,0.3,7.6673,49.0596,3.2008,1.4594,283.9528,0,7.8995,5.3995,0.0001
2013/4/28 5:50,0.3,7.6549,50.0615,3.0358,1.2738,283.9003,0,7.8995,5.3995,0.0001
2013/4/28 5:55,0.3,7.8699,49.5958,2.7599,0.9891,283.8479,0,7.8995,5.3995,0
2013/4/28 6:00,0.3,8.0073,48.4975,2.724,1.0966,283.7955,0,7.8995,5.3995,0.0001
2013/4/28 6:05,0.3,7.8236,48.7999,2.7949,0.9911,283.743,0,7.8995,5.3995,0.0001
2013/4/28 6:10,0.3,7.6603,49.0195,2.7881,1.0443,283.6906,0,7.8995,5.3995,0.0003
2013/4/28 6:15,0.3,7.6076,48.7207,2.7265,0.987,283.6381,0,7.8995,5.3995,0
2013/4/28 6:20,0.3,7.4917,48.8542,2.5804,1.0154,283.5857,0,7.8995,5.3995,0.0001
2013/4/28 6:25,0.3,7.5239,48.0852,2.9128,1.1323,283.5332,0,7.8995,5.3995,0.0002
2013/4/28 6:30,0.3,7.3099,49.3436,3.2001,1.4182,283.4808,0,7.8995,5.3995,0.0003
2013/4/28 6:35,0.3,7.297,49.6545,2.8716,1.1514,283.4284,0,7.8995,5.3995,0.0003
2013/4/28 6:40,0.3,7.3742,49.4496,3.287,1.5349,283.3759,0,7.8995,5.3995,0.0001
2013/4/28 6:45,0.3,7.4275,48.7299,4.8941,2.9775,283.3235,0,7.8995,5.3995,0.0003
2013/4/28 6:50,0.3,7.3596,49.0728,7.107,5.0162,283.271,0,7.8995,5.3995,0.0001
2013/4/28 6:55,0.3,7.3063,49.1775,7.2958,5.4466,283.2186,0,7.8995,5.3995,0.0002
2013/4/28 7:00,0.3,7.3657,48.9058,8.9869,6.9778,283.1661,0,7.8995,5.3995,0.0001
2013/4/28 7:05,0.6317,7.4166,47.8953,15.7435,13.2751,283.1137,0,7.8995,5.3995,0.0357
2013/4/28 7:10,1.2403,7.5995,47.7367,26.9219,19.9987,283.0613,0,7.8995,5.3995,0.1281
2013/4/28 7:15,1.3913,7.95,47.3614,46.8369,28.3624,283.0088,0,7.8995,5.3995,0.1924
2013/4/28 7:20,1.5793,8.6131,45.434,60.4655,39.9494,282.9564,0,7.8995,5.3995,0.2604
2013/4/28 7:25,1.7657,9.2905,43.6399,78.5556,49.8646,282.9039,0,7.8995,5.3995,0.3271
2013/4/28 7:30,1.912,9.9847,42.2356,70.8026,57.1194,282.8515,0,7.8995,5.3995,0.3714
2013/4/28 7:35,2.2253,10.7394,40.4617,88.2884,69.5484,282.7991,0,7.8995,5.3995,0.4638
2013/4/28 7:40,2.523,11.2398,39.6778,105.2644,74.7157,282.7466,0,7.8995,5.3995,0.547
2013/4/28 7:45,2.8449,11.6087,39.7357,109.6436,76.6847,282.6942,0,7.8995,5.3995,0.6297
2013/4/28 7:50,3.0893,12.0096,38.6952,115.8652,80.9447,282.6417,0,7.8995,5.3995,0.6942
2013/4/28 7:55,3.3833,12.6397,37.3951,124.3041,88.9071,282.5893,0,7.8995,5.3995,0.7683
2013/4/28 8:00,3.354,13.2212,35.9847,122.5173,95.9464,282.5368,0,7.8995,5.3995,0.7601
2013/4/28 8:05,3.7687,13.7989,34.2758,134.3318,103.2658,282.4844,0,7.8995,5.3995,0.8665
2013/4/28 8:10,4.5853,14.3795,33.4242,156.1226,111.1786,282.432,0,7.8995,5.3995,1.0661
2013/4/28 8:15,5.476,14.9928,32.2914,184.6973,124.7502,282.3795,0,7.8995,5.3995,1.284
2013/4/28 8:20,6.4373,15.7544,31.1877,218.938,139.7872,282.3271,0,7.8995,5.3995,1.5181
2013/4/28 8:25,5.7053,16.2251,30.3406,292.1744,150.8779,282.2746,0,7.8995,5.3995,1.3192
2013/4/28 8:30,10.2493,16.8613,29.6402,340.5715,152.2,282.2222,0,7.8995,5.3995,2.4444
2013/4/28 8:35,11.8307,18.0713,27.5202,396.9189,145.455,282.1698,0,7.8995,5.3995,2.8218
2013/4/28 8:40,13.2113,19.0359,25.4412,438.7825,144.3621,282.1173,0,7.8995,5.3995,3.1589
2013/4/28 8:45,13.158,19.8944,23.1488,438.0224,136.6765,282.0649,0,7.8995,5.3995,3.1461
2013/4/28 8:50,11.226,20.0447,22.7048,389.2384,136.2038,282.0124,0,7.8995,5.3995,2.6785
2013/4/28 8:55,14.6093,20.4384,22.1494,501.0423,116.9116,281.96,0,7.8995,5.3995,3.4945
2013/4/28 9:00,14.1767,21.3227,21.0034,495.7875,107.3098,281.9075,0,7.8995,5.3995,3.389
2013/4/28 9:05,14.2947,22.3325,19.532,503.5427,95.5732,281.8551,0,7.8995,5.3995,3.4191
2013/4/28 9:10,14.3767,22.7788,18.6529,505.1417,91.3246,281.8027,0,7.8995,5.3995,3.44
2013/4/28 9:15,14.584,23.0033,18.3613,513.5836,103.4553,281.7502,0,7.8995,5.3995,3.4883
2013/4/28 9:20,16.5253,23.1886,18.356,586.4688,130.8889,281.6978,0,7.8995,5.3995,3.9605
2013/4/28 9:25,17.17,23.3215,18.168,616.1107,145.2771,281.6453,0,7.8995,5.3995,4.1139
2013/4/28 9:30,17.1167,23.9107,17.5799,620.9935,135.2225,281.5929,0,7.8995,5.3995,4.0987
2013/4/28 9:35,16.548,23.727,17.7842,601.7529,111.3999,281.5404,0,7.8995,5.3995,3.9638
2013/4/28 9:40,16.798,24.0277,17.5979,607.0757,89.4644,281.488,0,7.8995,5.3995,4.0295
2013/4/28 9:45,15.8813,24.2595,17.3244,567.5771,75.9726,281.4356,0,7.8995,5.3995,3.8073
2013/4/28 9:50,17.188,24.6359,17.0662,607.7816,70.5801,281.3831,0,7.8995,5.3995,4.1237
2013/4/28 9:55,17.0267,25.2772,16.0568,602.9239,75.0423,281.3307,0,7.8995,5.3995,4.0829
2013/4/28 10:00,17.9807,26.1587,15.2432,635.2645,67.5958,281.2782,0,7.8995,5.3995,4.304
2013/4/28 10:05,18.28,26.8292,14.634,638.7234,61.2636,281.2258,0,7.8995,5.3995,4.3769
2013/4/28 10:10,18.574,27.358,14.1987,651.2825,61.2309,281.1734,0,7.8995,5.3995,4.4519
2013/4/28 10:15,18.83,26.7091,14.4383,671.8786,65.2789,281.1209,0,7.8995,5.3995,4.5157
2013/4/28 10:20,19.1593,26.8531,14.4195,689.4425,65.0038,281.0685,0,7.8995,5.3995,4.5909
2013/4/28 10:25,19.4427,26.9394,14.5936,705.3448,66.7309,281.016,0,7.8995,5.3995,4.6639
2013/4/28 10:30,19.6813,27.7784,14.5566,714.5304,65.5957,280.9636,0,7.8995,5.3995,4.7239
2013/4/28 10:35,19.9547,27.9331,14.7311,730.5104,71.1094,280.9111,0,7.8995,5.3995,4.7917
2013/4/28 10:40,20.214,28.5567,14.4105,739.5958,68.1683,280.8587,0,7.8995,5.3995,4.8533
2013/4/28 10:45,20.556,29.1085,14.5425,755.4627,70.6444,280.8063,0,7.8995,5.3995,4.9396
2013/4/28 10:50,20.9987,29.0251,14.791,777.6477,78.9432,280.7538,0,7.8995,5.3995,5.0471
2013/4/28 10:55,19.1327,28.9587,14.8927,704.4421,82.2628,280.7014,0,7.8995,5.3995,4.5953
2013/4/28 11:00,17.4187,29.1306,14.7842,627.877,96.4004,280.6489,0,7.8995,5.3995,4.1779
2013/4/28 11:05,21.5627,29.1951,14.61,794.0732,88.9942,280.5965,0,7.8995,5.3995,5.1797
2013/4/28 11:10,20.818,29.5342,14.4522,770.924,96.4834,280.5441,0,7.8995,5.3995,5.0024
2013/4/28 11:15,21.4027,29.5423,14.6457,816.3011,119.524,280.4916,0,7.8995,5.3995,5.1417
2013/4/28 11:20,19.5847,29.6283,14.4904,761.2555,133.3624,280.4392,0,7.8995,5.3995,4.6969
2013/4/28 11:25,20.848,29.4385,14.4595,805.2126,165.5506,280.3867,0,7.8995,5.3995,5.0023
2013/4/28 11:30,22.9873,29.5754,14.2224,902.7939,177.2484,280.3343,0,7.8995,5.3995,5.5177
2013/4/28 11:35,23.6967,29.9957,14.0442,935.2697,164.0728,280.2818,0,7.8995,5.3995,5.6951
2013/4/28 11:40,23.184,29.6442,14.1263,909.9301,136.694,280.2294,0,7.8995,5.3995,5.5645
2013/4/28 11:45,20.6533,29.4385,14.4205,803.932,122.5001,280.177,0,7.8995,5.3995,4.9521
2013/4/28 11:50,22.7933,29.4437,14.7065,881.6473,113.0797,280.1245,0,7.8995,5.3995,5.4715
2013/4/28 11:55,22.634,30.192,14.3833,877.3564,107.5075,280.0721,0,7.8995,5.3995,5.4339
2013/4/28 12:00,22.6667,30.3045,14.1939,873.0591,94.2845,280.0196,0,7.8995,5.3995,5.4429
2013/4/28 12:05,22.6793,29.9821,14.1702,876.5545,94.7892,279.9672,0,7.8995,5.3995,5.4452
2013/4/28 12:10,22.6213,30.6483,13.7631,870.8062,84.8831,279.9147,0,7.8995,5.3995,5.4309
2013/4/28 12:15,22.5953,30.801,13.791,872.7346,84.7719,279.8623,0,7.8995,5.3995,5.424
2013/4/28 12:20,22.5413,30.4438,14.1245,872.1915,82.4616,279.8099,0,7.8995,5.3995,5.4133
2013/4/28 12:25,22.586,30.0878,14.3847,869.7484,82.7337,279.7574,0,7.8995,5.3995,5.4253
2013/4/28 12:30,22.6873,29.9818,14.3812,866.15,78.0889,279.705,0,7.8995,5.3995,5.4497
2013/4/28 12:35,22.6973,30.3766,13.8077,862.886,73.5959,279.6525,0,7.8995,5.3995,5.4525
2013/4/28 12:40,22.5853,30.5394,13.6874,854.306,71.3857,279.6001,0,7.8995,5.3995,5.4236
2013/4/28 12:45,22.4533,30.4976,13.7119,853.3857,69.3231,279.5477,0,7.8995,5.3995,5.3982
2013/4/28 12:50,22.404,30.7272,13.505,852.673,68.8195,279.4952,0,7.8995,5.3995,5.3842
2013/4/28 12:55,22.398,31.0287,13.3639,853.3014,71.2105,279.4428,0,7.8995,5.3995,5.3817
2013/4/28 13:00,22.3817,30.9437,13.3765,854.4196,74.5567,279.3903,0,7.8995,5.3995,5.3809
2013/4/28 13:05,22.314,31.1465,13.0296,846.4715,69.4373,279.3379,0,7.8995,5.3995,5.3674
2013/4/28 13:10,22.2003,30.7201,13.0086,843.8073,70.4519,279.2854,0,7.8995,5.3995,5.3385
2013/4/28 13:15,22.0253,31.167,12.9063,836.1737,68.2969,279.233,0,7.8995,5.3995,5.2921
2013/4/28 13:20,21.8773,30.819,13.0623,830.768,69.305,279.1806,0,7.8995,5.3995,5.2615
2013/4/28 13:25,21.7853,31.0616,12.9315,824.7318,68.6387,279.1281,0,7.8995,5.3995,5.2398
2013/4/28 13:30,21.7703,30.6538,12.9852,821.3533,71.3047,279.0757,0,7.8995,5.3995,5.2334
2013/4/28 13:35,21.5863,30.7242,13.0284,810.1773,68.7321,279.0232,0,7.8995,5.3995,5.187
2013/4/28 13:40,21.5477,31.3244,12.716,800.6182,67.2263,278.9708,0,7.8995,5.3995,5.1799
2013/4/28 13:45,21.3767,31.4902,12.535,792.6174,64.8659,278.9184,0,7.8995,5.3995,5.1384
2013/4/28 13:50,21.1507,31.5121,12.4843,789.8242,69.1238,278.8659,0,7.8995,5.3995,5.0827
2013/4/28 13:55,20.9147,31.2533,12.5667,781.5629,69.9896,278.8135,0,7.8995,5.3995,5.025
2013/4/28 14:00,20.6743,31.3657,12.2828,776.7927,69.8687,278.761,0,7.8995,5.3995,4.9662
2013/4/28 14:05,20.5083,31.8507,11.9682,766.3594,68.4001,278.7086,0,7.8995,5.3995,4.9259
2013/4/28 14:10,20.378,31.3373,12.1682,753.3452,71.2307,278.6561,0,7.8995,5.3995,4.8939
2013/4/28 14:15,20.1947,31.2003,12.1037,737.7636,68.332,278.6037,0,7.8995,5.3995,4.8496
2013/4/28 14:20,19.972,31.6553,11.9594,725.4001,68.8559,278.5513,0,7.8995,5.3995,4.7954
2013/4/28 14:25,19.7583,31.4692,11.9423,714.9422,69.0833,278.4988,0,7.8995,5.3995,4.7426
2013/4/28 14:30,19.4263,31.6643,11.8296,710.3092,64.746,278.4464,0,7.8995,5.3995,4.6615
2013/4/28 14:35,19.1113,31.731,11.7777,702.261,61.5799,278.3939,0,7.8995,5.3995,4.5849
2013/4/28 14:40,18.77,31.8524,11.9711,689.6589,62.9415,278.3415,0,7.8995,5.3995,4.5022
2013/4/28 14:45,18.5263,31.8254,12.0571,680.2499,67.7734,278.289,0,7.8995,5.3995,4.4452
2013/4/28 14:50,18.2977,32.1306,11.9317,668.4673,68.1871,278.2366,0,7.8995,5.3995,4.3887
2013/4/28 14:55,17.9943,32.234,11.8324,653.6389,67.2771,278.1842,0,7.8995,5.3995,4.3188
2013/4/28 15:00,17.7143,31.8415,11.8189,636.7782,62.8084,278.1317,0,7.8995,5.3995,4.247
2013/4/28 15:05,17.3783,31.7396,12.0217,620.1656,60.7089,278.0793,0,7.8995,5.3995,4.1644
2013/4/28 15:10,17.0657,32.1231,11.7808,605.9752,59.2919,278.0268,0,7.8995,5.3995,4.0884
2013/4/28 15:15,16.712,32.2744,11.7292,592.921,58.2482,277.9744,0,7.8995,5.3995,4.0035
2013/4/28 15:20,16.3487,32.4658,11.5205,581.4106,59.9434,277.922,0,7.8995,5.3995,3.9179
2013/4/28 15:25,15.9637,31.9786,11.8495,565.7108,58.5036,277.8695,0,7.8995,5.3995,3.8241
2013/4/28 15:30,15.473,31.6917,11.9701,545.0933,54.0244,277.8171,0,7.8995,5.3995,3.7259
2013/4/28 15:35,15.098,31.6138,11.9842,528.0424,53.1071,277.7646,0,7.8995,5.3995,3.6367
2013/4/28 15:40,14.7093,31.6254,12.1229,509.1138,52.8586,277.7122,0,7.8995,5.3995,3.5415
2013/4/28 15:45,14.3427,31.3005,12.2523,494.3088,54.5854,277.6597,0,7.8995,5.3995,3.451
2013/4/28 15:50,13.9293,31.1766,12.3779,478.7347,53.2031,277.6073,0,7.8995,5.3995,3.3516
2013/4/28 15:55,13.5067,31.2535,12.3564,462.233,50.7316,277.5549,0,7.8995,5.3995,3.2452
2013/4/28 16:00,13.0357,31.7885,12.0269,444.6291,48.2662,277.5024,0,7.8995,5.3995,3.1321
2013/4/28 16:05,12.5663,31.444,12.0959,426.599,48.116,277.45,0,7.8995,5.3995,3.0179
2013/4/28 16:10,12.0677,31.4895,12.1347,407.5744,46.7307,277.3975,0,7.8995,5.3995,2.8958
2013/4/28 16:15,11.597,31.1417,12.2024,394.2048,48.2041,277.3451,0,7.8995,5.3995,2.7822
2013/4/28 16:20,11.114,30.9345,12.3079,381.6547,51.5826,277.2927,0,7.8995,5.3995,2.6644
2013/4/28 16:25,10.6263,30.7496,12.354,367.3116,52.3614,277.2402,0,7.8995,5.3995,2.5456
2013/4/28 16:30,10.091,31.0164,12.1618,342.7939,44.8272,277.1878,0,7.8995,5.3995,2.4171
2013/4/28 16:35,9.5647,31.0636,12.0601,323.9451,43.4244,277.1353,0,7.8995,5.3995,2.2885
2013/4/28 16:40,9.0063,31.0845,11.6998,304.9484,43.928,277.0829,0,7.8995,5.3995,2.1548
2013/4/28 16:45,8.4853,31.2052,11.5814,285.3653,43.8167,277.0304,0,7.8995,5.3995,2.0286
2013/4/28 16:50,7.9397,30.8653,11.8877,266.671,44.9879,276.978,0,7.8995,5.3995,1.8966
2013/4/28 16:55,7.3893,30.6804,12.0433,245.9314,42.8526,276.9256,0,7.8995,5.3995,1.7619
2013/4/28 17:00,6.8147,30.4259,12.3389,224.7126,41.5498,276.8731,0,7.8995,5.3995,1.6234
2013/4/28 17:05,6.245,30.3067,12.4271,203.5163,40.4742,276.8207,0,7.8995,5.3995,1.4857
2013/4/28 17:10,5.6593,30.241,12.4675,180.2991,38.0301,276.7682,0,7.8995,5.3995,1.3426
2013/4/28 17:15,5.0773,30.189,12.5166,157.0999,36.2051,276.7158,0,7.8995,5.3995,1.2019
2013/4/28 17:20,4.516,29.9979,12.5859,86.4294,37.9161,276.6634,0,7.8995,5.3995,1.0639
2013/4/28 17:25,3.953,29.827,12.7113,43.7855,36.9756,276.6109,0,7.8995,5.3995,0.9233
2013/4/28 17:30,3.4183,29.7464,12.888,35.713,32.6989,276.5585,0,7.8995,5.3995,0.7889
2013/4/28 17:35,2.8117,29.6798,12.9133,30.6489,28.7783,276.506,0,7.8995,5.3995,0.6336
2013/4/28 17:40,1.897,29.5696,12.9598,26.223,24.4048,276.4536,0,7.8995,5.3995,0.3694
2013/4/28 17:45,1.2919,29.3696,12.961,23.8815,21.8656,276.4011,0,7.8995,5.3995,0.1405
2013/4/28 17:50,1.134,29.0211,13.1247,20.182,18.7057,276.3487,0,7.8995,5.3995,0.08
2013/4/28 17:55,0.56,28.721,13.2691,15.8499,14.2668,276.2963,0,7.8995,5.3995,0.0212
2013/4/28 18:00,0.3,28.2602,13.5479,13.3901,11.9813,276.2438,0,7.8995,5.3995,0.0099
2013/4/28 18:05,0.3,27.7071,13.9205,11.5302,10.0241,276.1914,0,7.8995,5.3995,0.0091
2013/4/28 18:10,0.3,27.2793,14.2208,9.344,7.8669,276.1389,0,7.8995,5.3995,0.0011
2013/4/28 18:15,0.3,26.8427,14.5612,7.9218,6.4988,276.0865,0,7.8995,5.3995,0
2013/4/28 18:20,0.3,26.4061,14.8181,6.8279,5.2047,276.034,0,7.8995,5.3995,0
2013/4/28 18:25,0.3,26.0543,14.9563,6.3556,4.867,275.9816,0,7.8995,5.3995,0
2013/4/28 18:30,0.3,25.5266,15.3712,5.7894,4.1024,275.9292,0,7.8995,5.3995,0
2013/4/28 18:35,0.3,25.1677,15.9089,5.2861,3.5927,275.8767,0,7.8995,5.3995,0
2013/4/28 18:40,0.3,24.8058,16.6556,5.0337,3.3919,275.8243,0,7.8995,5.3995,0
2013/4/28 18:45,0.3,24.0505,17.4622,5.2851,3.6243,275.7718,0,7.8995,5.3995,0
2013/4/28 18:50,0.3,23.2067,18.7755,5.896,4.1867,275.7194,0,7.8995,5.3995,0
2013/4/28 18:55,0.3,22.9878,19.0304,5.2711,3.5417,275.667,0,7.8995,5.3995,0
2013/4/28 19:00,0.3,22.3854,20.0033,5.8341,4.057,275.6145,0,7.8995,5.3995,0
2013/4/28 19:05,0.3,21.7201,20.9066,6.0186,4.2915,275.5621,0,7.8995,5.3995,0
2013/4/28 19:10,0.3,21.0911,21.7326,5.7192,4.0566,275.5096,0,7.8995,5.3995,0
2013/4/28 19:15,0.3,20.5729,22.8976,5.6103,3.7948,275.4572,0,7.8995,5.3995,0
2013/4/28 19:20,0.3,20.4817,22.9376,4.4809,2.7513,275.4047,0,7.8995,5.3995,0
2013/4/28 19:25,0.3,20.9294,22.5131,2.7359,1.1411,275.3523,0,7.8995,5.3995,0
2013/4/28 19:30,0.3,20.8717,22.4458,2.4763,1.0872,275.2999,0,7.8995,5.3995,0
2013/4/28 19:35,0.3,20.7364,22.4429,2.6116,0.9415,275.2474,0,7.8995,5.3995,0
2013/4/28 19:40,0.3,20.548,22.3805,2.7936,1.2157,275.195,0,7.8995,5.3995,0
2013/4/28 19:45,0.3,19.8689,23.1382,4.8222,3.1495,275.1425,0,7.8995,5.3995,0
2013/4/28 19:50,0.3,19.4432,23.8502,4.2876,2.6312,275.0901,0,7.8995,5.3995,0
2013/4/28 19:55,0.3,19.738,23.448,3.5477,1.8782,275.0377,0,7.8995,5.3995,0
2013/4/28 20:00,0.3,19.3899,23.9176,3.8768,2.2943,274.9852,0,7.8995,5.3995,0
2013/4/28 20:05,0.3,19.2254,24.1219,3.7329,2.0846,274.9328,0,7.8995,5.3995,0
2013/4/28 20:10,0.3,19.3289,23.7675,2.8132,1.2181,274.8803,0,7.8995,5.3995,0
2013/4/28 20:15,0.3,19.0982,23.83,3.9772,2.3566,274.8279,0,7.8995,5.3995,0
2013/4/28 20:20,0.3,18.7923,24.5094,3.4305,1.7577,274.7754,0,7.8995,5.3995,0
2013/4/28 20:25,0.3,18.9108,24.5242,2.1789,0.6794,274.723,0,7.8995,5.3995,0
2013/4/28 20:30,0.3,18.8765,24.591,2.1377,0.7471,274.6706,0,7.8995,5.3995,0
2013/4/28 20:35,0.3,19.2244,23.7659,1.6385,0.4841,274.6181,0,7.8995,5.3995,0
2013/4/28 20:40,0.3,18.8391,24.0848,2.795,1.3329,274.5657,0,7.8995,5.3995,0
2013/4/28 20:45,0.3,18.4515,24.487,2.9262,1.422,274.5132,0,7.8995,5.3995,0
2013/4/28 20:50,0.3,18.0855,25.0966,3.7603,1.9156,274.4608,0,7.8995,5.3995,0
2013/4/28 20:55,0.3,18.2112,25.3469,3.0306,1.479,274.4083,0,7.8995,5.3995,0
2013/4/28 21:00,0.3,18.3119,26.3154,2.4935,1.007,274.3559,0,7.8995,5.3995,0
2013/4/28 21:05,0.3,18.2942,27.2999,2.7192,1.1905,274.3035,0,7.8995,5.3995,0
2013/4/28 21:10,0.3,17.9655,26.3358,2.8932,1.353,274.251,0,7.8995,5.3995,0
2013/4/28 21:15,0.3,18.0191,26.2165,2.9638,1.398,274.1986,0,7.8995,5.3995,0
2013/4/28 21:20,0.3,17.926,25.9637,3.3683,1.4962,274.1461,0,7.8995,5.3995,0
2013/4/28 21:25,0.3,17.8072,25.797,3.4042,1.689,274.0937,0,7.8995,5.3995,0
2013/4/28 21:30,0.3,17.8078,25.8762,2.882,1.282,274.0413,0,7.8995,5.3995,0
2013/4/28 21:35,0.3,17.786,25.6335,2.7889,1.1611,273.9888,0,7.8995,5.3995,0
2013/4/28 21:40,0.3,17.7405,25.6073,2.9079,1.1902,273.9364,0,7.8995,5.3995,0
2013/4/28 21:45,0.3,18.0347,25.0935,2.4014,0.8394,273.8839,0,7.8995,5.3995,0
2013/4/28 21:50,0.3,18.1781,24.7056,2.4336,0.9401,273.8315,0,7.8995,5.3995,0
2013/4/28 21:55,0.3,18.0369,24.5958,2.6412,0.9777,273.779,0,7.8995,5.3995,0
2013/4/28 22:00,0.3,17.4911,25.4388,3.5078,1.9157,273.7266,0,7.8995,5.3995,0
2013/4/28 22:05,0.3,17.0607,25.9837,3.1425,1.5255,273.6742,0,7.8995,5.3995,0
2013/4/28 22:10,0.3,17.0806,25.942,2.4428,0.9429,273.6217,0,7.8995,5.3995,0
2013/4/28 22:15,0.3,16.8349,26.507,2.9923,1.3594,273.5693,0,7.8995,5.3995,0
2013/4/28 22:20,0.3,16.5845,27.2926,3.636,2.0523,273.5168,0,7.8995,5.3995,0
2013/4/28 22:25,0.3,16.3536,27.6173,3.6696,1.9172,273.4644,0,7.8995,5.3995,0
2013/4/28 22:30,0.3,16.1581,28.2959,3.2632,1.6036,273.412,0,7.8995,5.3995,0
2013/4/28 22:35,0.3,15.753,29.0314,4.0059,2.5447,273.3595,0,7.8995,5.3995,0
2013/4/28 22:40,0.3,15.4539,30.0441,3.5991,1.9657,273.3071,0,7.8995,5.3995,0
2013/4/28 22:45,0.3,15.3357,30.4485,3.0222,1.4995,273.2546,0,7.8995,5.3995,0
2013/4/28 22:50,0.3,15.2695,30.7477,2.7111,1.2151,273.2022,0,7.8995,5.3995,0
2013/4/28 22:55,0.3,15.0235,31.1405,3.0456,1.6084,273.1497,0,7.8995,5.3995,0
2013/4/28 23:00,0.3,14.7639,31.5353,3.53,1.9165,273.0973,0,7.8995,5.3995,0
2013/4/28 23:05,0.3,14.5662,32.2929,3.7185,2.0797,273.0449,0,7.8995,5.3995,0
2013/4/28 23:10,0.3,14.5663,32.0606,3.3251,1.7009,272.9924,0,7.8995,5.3995,0
2013/4/28 23:15,0.3,14.6412,31.6548,3.1612,1.6178,272.94,0,7.8995,5.3995,0
2013/4/28 23:20,0.3,14.6229,32.3647,3.3812,1.5218,272.8875,0,7.8995,5.3995,0
2013/4/28 23:25,0.3,14.4249,31.8574,3.3013,1.6633,272.8351,0,7.8995,5.3995,0
